Importe,card_type,country,card_operation_type,transaction_type,acquirer,state
85875,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
21000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
155500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
79875,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
87200,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
71250,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
43500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
33000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
3500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
176500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
150500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
29500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
53000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
73500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
81500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
111000,AMERICAN,CL,DEBIT,PAY,INDIE,CANCELLED
142500,MASTERCARD,CL,DEBIT,PAY,INDIE,ACCEPTED
62000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
74000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
68000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
168403,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,CL,CREDIT,PAY,INDIE,REFUNDED
7500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
2000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
45919,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
87000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
53625,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
72000,AMERICAN,CL,CREDIT,PAY,INDIE,CANCELLED
63000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
49500,AMERICAN,CL,DEBIT,REFUND,INDIE,CANCELLED
3500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
4000,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
66000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
96500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
42000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
121938,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
58500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
49000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
60375,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
1000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
217762,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
88500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
64000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
48625,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
73000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
105500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
36000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
176500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
39500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
93250,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
96500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
118500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
98000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
132920,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
48000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
27750,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
75500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
143500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
52500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
112500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
64500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
115500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
98025,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
85000,MASTERCARD,CL,DEBIT,PAY,INDIE,ACCEPTED
131500,MASTERCARD,CL,CREDIT,PAY,INDIE,ACCEPTED
49000,AMERICAN,CL,DEBIT,PAY,INDIE,ACCEPTED
157500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
173700,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
99375,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
21000,MASTERCARD,CL,DEBIT,PAY,INDIE,PARTIAL_REFUNDED
44000,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
155500,AMERICAN,CL,CREDIT,PAY,INDIE,ACCEPTED
199500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
145500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
27000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
77000,MASTERCARD,PA,DEBIT,PAY,INDIE,ACCEPTED
120500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
69500,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
34500,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
27750,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
92000,MASTERCARD,PA,DEBIT,PAY,INDIE,ACCEPTED
108000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
68000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
191000,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
85000,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
105500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
29792,AMERICAN,PA,DEBIT,PAY,INDIE,ACCEPTED
66500,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
103054,AMERICAN,PA,CREDIT,PAY,INDIE,ACCEPTED
5000,MASTERCARD,PA,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
70500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
87500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
42000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
31500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
96000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
27500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
55000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
2500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
91875,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
26053,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
22875,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
62500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
113000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
137500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
2500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
61000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
48000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
248500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
42750,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
6000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
21825,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
71500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
61500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
76500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
27750,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
31000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
61500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
116000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
60500,MASTERCARD,EC,DEBIT,PAY,INDIE,CANCELLED
53000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
76500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
46125,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
80500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
2000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
75485,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
14386,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
58000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
207500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
54500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
55000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
89000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
177500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
68000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
123000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
6500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
81600,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
47500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
28500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
55500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
90000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
77700,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
31500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
103000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
17500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
103000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
98975,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
105000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
117498,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
83000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
51500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
41950,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
76500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
46000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
255500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
33750,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
71000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
150000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
134000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
137500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
56000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
76000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
72500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
97000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
33800,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
84000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
25500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
130000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
85000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
140000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
4500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
3500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
68500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
71000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
74500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
41193,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,EC,DEBIT,PAY,INDIE,PARTIAL_REFUNDED
73500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
53500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
4500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
267500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
82500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
90500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
129500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
92000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
70500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
63000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
32000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
34500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
6500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
98500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
141500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
175000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
60375,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
138000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
1500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
38625,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
49720,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
28500,MASTERCARD,EC,DEBIT,REFUND,INDIE,CANCELLED
37725,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
95500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
6500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
195800,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
163350,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
203500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
49000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
45500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
5000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
94000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
17200,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
61500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
80000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
45300,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
24000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
45460,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
2000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
59646,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
149500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
30500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
43500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
61500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
46003,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
50000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
23250,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
85500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
122000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
129400,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
73500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
87250,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
30622,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
80250,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
107500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
67500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
52900,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
109275,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
100,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
124500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
66000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
45500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
64500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
28500,MASTERCARD,EC,CREDIT,PAY,INDIE,CANCELLED
58500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
47000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
111500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
92500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
37000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
68500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
85040,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
91000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
150500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
67000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
55500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
30750,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
59500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
144500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
73000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
36000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
88500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
73500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
42108,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
44638,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
216077,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
33300,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
120000,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
66000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
132500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
31500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
41000,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
61000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
117900,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
113500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
148500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
63500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
49125,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
31000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
148000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
73672,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
32000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
88000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
95000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
74500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
26500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
38882,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
7500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
41000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
36000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
68250,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
78000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
32000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
126500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
194750,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
21500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
51837,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
56000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
127500,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
89500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
8000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
6000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
128625,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
114500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
65500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
35625,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
69500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
82000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
42500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
28100,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
60300,AMERICAN,EC,DEBIT,PAY,INDIE,CANCELLED
61000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
69150,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
78500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
51000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
197000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
59500,AMERICAN,EC,DEBIT,PAY,INDIE,CANCELLED
38000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
99500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
72750,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
64500,MASTERCARD,EC,DEBIT,PAY,INDIE,ACCEPTED
80000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
61500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
49725,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
54500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
135900,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
137300,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
109500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
1500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
44500,AMERICAN,EC,DEBIT,PAY,INDIE,CANCELLED
46000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
166500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
86000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
47200,MASTERCARD,EC,CREDIT,PAY,INDIE,ACCEPTED
67500,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
3000,AMERICAN,EC,DEBIT,PAY,INDIE,ACCEPTED
23500,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
42000,AMERICAN,EC,CREDIT,PAY,INDIE,ACCEPTED
